epi_mcode,parid,loglik,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,S_0,E_0,I_0,A_0,R_0,incid_0,pop_0
final,116,-1823.402504297813,0.8219876182534368,15.211067563768207,3.004831212975612,3.852439698348942,2.421543794928363,3.763287221092388,3.2372197093569883,3.411578403269803,0.9811323393759729,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.946463432458415,2.3073222915810357e-5,2.9248955443462196e-5,0,0.05348424536322571,921,11658536
final,230,-1899.371822120626,0.5729759267328149,12.254215700995953,6.534931846560613,1.0464300427605273,5.3645325633664065,0.9622785180385784,6.203124767843011,0.35367292013635493,0.9800866277187413,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9227998916892979,2.410144702171729e-5,3.267847443158109e-5,0,0.07714332838924887,1052,11659051
final,91,-1920.9607204761633,0.9306484279239581,6.6988064502697275,1.8386365563968678,6.01930586425006,0.4513987703632111,6.0073898541900395,1.5225060123181327,5.341348802068428,0.9713332626858907,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9413535120543447,3.079267199594326e-5,3.851228335982876e-5,0,0.05857718299029957,1242,11658618
final,264,-1923.3172835469525,0.9077172476638337,7.203378579286092,3.930265537230497,2.6401865309830503,3.1062379505165922,2.0433608428100336,4.175732195688225,1.8703762365829664,0.9972274289854931,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9399208669755623,0,0,0,0.06007913302443768,0,11658091
final,55,-1948.2755453432158,0.34568783963208805,9.46048597764386,2.783821116152946,6.199075082267472,1.6347525416092765,5.427117781717806,2.935630239756282,4.82533699992461,0.9675588818226336,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.8767875425098881,6.330164934248628e-5,7.882685060399037e-5,0,0.12307032899016535,2475,11658464
final,163,-1978.228868342387,0.8486596631727169,9.903610498672535,4.024853175532618,3.9135543325664113,3.2165288095476505,3.617269344588459,3.7547653790413675,3.5909674951413155,0.9611552294943102,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9580333778404371,2.2129182447647113e-5,3.0449068871762503e-5,0,0.0419140439082436,990,11658813
final,41,-1983.2431417504472,0.9590696158112367,14.795256163536877,3.7749952130548046,3.5300363136743225,2.371561966154626,3.8110575089711043,2.8817031063402045,3.1145221412839117,0.981970267850544,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9483414605569981,2.6160131051106345e-5,3.216409555463895e-5,0,0.05160021521639624,1049,11658963
final,293,-1984.436351249236,0.9450617311831782,13.975720275621487,5.870574394394759,0.9795047406508377,4.900485579422249,0.7385182492572782,5.702145619508556,0.3967642617142681,0.990362982024828,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9437145787766463,8.40541765190884e-6,1.1921969934850293e-5,0,0.056265093835766944,364,11659147
final,193,-1986.4312375118059,0.976201435199606,16.978267095828247,5.335378773751821,2.217615367713081,4.551647459720408,1.8722415917185824,5.274242019141016,1.4966558074989198,0.9693170430797218,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9649823436423818,2.0585503174027272e-5,2.7275791705586132e-5,0,0.03496979506273856,881,11658690
final,194,-1991.853671099443,0.9881001879949491,7.527400123527527,6.369465985925442,0.02194024670452535,5.678318460331121,0.26626724279921477,5.5384731443614665,0.062485455974860625,0.994086276257373,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9521026576382073,6.690543328730582e-6,8.920724438307444e-6,0,0.047881731094025715,312,11658246
final,190,-1994.2696929393476,0.7744026033438196,11.119508232704177,2.320650127948585,5.593590191338506,0.22280310875502232,6.1234707486590265,1.5260898082873344,4.457469894435717,0.9813975772802385,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9240585779621016,3.233498842158684e-5,4.142652362765635e-5,0,0.07586766052584915,1262,11659197
final,13,-2004.803546543987,0.27939797243993136,19.07911259466806,6.529836690730111,2.817679028320968,5.454953506373381,1.8544323787535406,6.872327587732552,1.5928866179347576,0.9675469696722437,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.8373863795621215,5.0003370724647475e-5,6.475565162454347e-5,0,0.16249886141552927,2108,11659214
final,80,-2008.9710456995422,0.9428465744999859,7.762723691954365,4.395076501312497,3.3410842391123783,3.9092003374613062,3.1711014302635916,4.039035593033838,3.491910371190685,0.9571388979195162,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9672845522207368,2.0070037569566482e-5,2.6845819484078243e-5,0,0.03266853192220953,870,11659171
final,267,-2011.5931999069214,0.875509761968398,12.392399606277612,5.5489851127358945,3.0727870680532443,4.265239440136562,2.435247305156764,5.583658936036974,1.844043711493531,0.9579968533635227,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9544552046979451,2.3673625111334656e-5,3.096441545359352e-5,0,0.04549015726148997,972,11658544
final,113,-2012.3020548922532,0.5608591592637855,11.075929107037982,7.029255073645619,0.5623201197169698,6.005404545568987,0.255582135000624,6.578518877724759,0.17030979842665533,0.982093483870801,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9065866281970579,2.067121050179835e-5,2.8476522351025115e-5,0,0.09336422407008926,917,11658727
final,93,-2017.2696248609225,0.8843429418972827,18.369468112122988,3.482637725154239,3.987239096513146,2.402238023227847,3.5181494309600794,3.42719812178585,3.5012409307251446,0.9743415779783535,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9542161874699787,1.4495985727029438e-5,1.7755438139024222e-5,0,0.0457515611061553,571,11658400
final,11,-2017.7333025249766,0.35185051361723513,16.062919112472105,6.887165348381215,2.4363607551949698,5.368489625229417,1.9302578261311774,6.69332186888239,1.0201407075589535,0.9635895950556956,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.8810947314541417,4.8115200655395934e-5,6.260979764427635e-5,0,0.11879454354755858,2008,11659517
final,5,-2020.3625605733262,0.9368040119482779,4.634645073794832,5.6213233775981655,1.461957708772761,4.319092778130928,0.9208600903004505,5.990522040450612,0.38736635004639064,0.991309777686515,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9315885176328511,2.315823421037283e-6,2.830450847934457e-6,0,0.06840633609287994,93,11658920
final,143,-2022.8851704129036,0.9433646943693971,6.487709105457422,4.314881422874436,4.448283301342622,2.1694201730623166,4.487027974295476,4.1062436486328195,3.113177753568368,0.9544157189547837,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9681827729497777,1.6810777629692362e-5,2.0498856395390176e-5,0,0.03177991741619712,644,11659187
final,58,-2027.6457676553405,0.9600809734207347,5.9703328280955175,1.4431143342709987,6.621756900745596,0.10456417378121463,6.4171557715096705,0.8468326577214009,5.634086897987415,0.9669025536301882,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.962977407891044,2.753336082666643e-5,3.533876841304227e-5,0,0.036959719979716366,1082,11658584
final,127,-2028.4508241493027,0.8653619313269617,16.646401787162702,6.0368591009258985,1.7619206264814424,4.744187120817499,1.438936316685726,5.67883368870994,0.8595948434190648,0.9740656047572621,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9496260092535349,1.9383980529563486e-5,2.5473638129559093e-5,0,0.05032913312780596,864,11659112
final,145,-2032.3312598783264,0.335188070049395,9.463042624077717,6.498789574931655,3.312980293865534,5.612757010427596,2.445859572834856,7.318609587414448,2.0003262488676703,0.9458133595239694,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.8982791269811929,4.726188565660097e-5,6.047119671125895e-5,0,0.10161313993643917,1972,11658443
final,84,-2040.8930464110695,0.965114749663726,21.344789598703535,6.023368614796659,1.5030274397553243,4.964476501627778,1.070769462408558,5.865642724104521,0.6269814273881416,0.9774214215609287,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9501229282897009,2.1100623986623234e-5,2.650444232466089e-5,0,0.049829466643987796,888,11658423
final,260,-2044.641979266184,0.7938006068161514,15.311989664827848,5.089280786942563,2.9959159801705595,3.65183904059245,2.9833627885684377,4.404722548645077,2.3963920897346345,0.9659132433414646,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9544372186693748,2.3844485919745292e-5,3.070620848657847e-5,0,0.045508230636218894,987,11658880
final,161,-2053.1449059457364,0.9815275976619214,8.663893030964852,6.9320524654762865,1.5579552258193414,6.175450578732667,0.6376397425766928,7.223505185984198,1.1220007173245892,0.9510230804295072,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9579919981082414,1.3380229321691848e-5,1.6639515951334734e-5,0,0.041977982146485515,541,11658993
final,151,-2056.5768872116005,0.7671047906125567,7.299673362848955,7.473347563150188,1.3532443244026646,6.57616364357834,0.630632690387868,7.730130007743664,0.4358131671155311,0.9476662084508142,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9595540395226229,1.9127197665692782e-5,2.5474339491976483e-5,0,0.040401358940219456,835,11658791
final,135,-2057.611883624643,0.7916635330649717,15.110450707885601,5.59869702289014,2.376517684795502,4.731131693969567,1.6635550527380607,5.5319184961372425,1.524603768843887,0.9676916578810236,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9495434991352022,2.1614583668380822e-5,2.907676136341706e-5,0,0.05040580951976603,970,11658795
final,14,-2060.9065302953145,0.8028847498798128,6.193617668868804,0.6018353484884474,6.251595079703147,0.6973062909887938,6.683591254958009,0.040745243274286656,7.627568800314326,0.9630151217417535,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9557084979823561,3.053397402073428e-5,4.048324645445669e-5,0,0.04422048479716867,1301,11659144
final,238,-2066.125310920012,0.80417403287590306,8.196401409855534,6.1513287946107935,3.008050133487929,5.260329473505954,1.8040626520368248,6.744141693542935,2.014928836728384,0.9446149684305324,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.952739749467597,1.8698112202568142e-5,2.5559804753969295e-5,0,0.04721599261544651,796,11658931
final,118,-2071.1321688458343,0.9180508205626798,16.474575697414323,5.335120121274852,1.494712252791459,3.9614283030538804,1.7765999126825747,5.081892940305065,0.7822789657114303,0.9928327308402668,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9358610348009108,1.8869673938038337e-6,2.401594864841243e-6,0,0.06413467663683059,83,11658919
final,248,-2072.1451028814977,0.9052196005427827,21.985594269529,4.660062843332753,3.1688418363913713,3.32538611573545,3.049433049665195,4.2767757764244285,1.9465665989319796,0.9731884494799437,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9582171435668502,2.8133426894132284e-5,3.448060247390603e-5,0,0.041720242403781804,1157,11658729
final,94,-2075.5090179683225,0.8477674085613296,20.48529721423801,6.319592433733847,1.4651017474028922,5.071555124523658,1.421871683061193,5.8489997728067005,0.6476860496307414,0.9716129068477845,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.953222111387198,2.6417427954613487e-5,3.4908744082882107e-5,0,0.0467165624407645,1129,11658970
final,295,-2076.249670265538,0.98183513035934,10.46563028513402,3.977040961126797,4.35266288494508,2.421262299657577,3.5972455819646085,3.8999870463402657,3.407898465562236,0.9640119878341411,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9563157002693627,1.1579407113770162e-5,1.5096115940915174e-5,0,0.04365762420758268,478,11658628
final,70,-2092.2561099484806,0.9981539617295389,13.193098851110777,5.430454118798223,1.381062146440234,4.113717686262677,1.5856563451508023,4.75360957291638,0.9058589104184916,0.9941779884939381,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9387595990331,6.861583085580152e-7,1.8011655599647897e-6,0,0.06123791364303155,41,11659117
final,37,-2102.8620089653527,0.9457567277271423,23.945385165459783,4.568828715688135,3.860619475905975,3.197218706801674,3.2975424181034634,4.828529193784846,2.8270964651447295,0.9576027582003528,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.960062945380293,1.6553739571251285e-5,2.2729227908712904e-5,0,0.039897771652227076,686,11658997
final,119,-2116.8062271255562,0.96608999747636,14.340768764382636,6.98326141912854,1.9775199917059683,4.947725871355954,1.5081914861820809,6.552148222793621,0.3985101039315123,0.960610450998899,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9524445580057873,1.749736703223298e-5,2.2986737081560974e-5,0,0.04751495789009885,749,11658897
final,229,-2119.163171480228,0.9568870707342002,14.308960069335027,7.146855880750643,0.3179743403273317,6.040362216023642,0.43486922607876227,7.249082384227194,0.19585285622396345,0.9703584062536874,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9389288431889307,1.4752005071945185e-5,1.8868843696674075e-5,0,0.06103753596230066,611,11659432
final,79,-2119.9582415277587,0.10875917029514963,0.724336940375167,0.003992177418963863,0.24269043380505437,1.3440899903768382,4235.338772884793,9.053243112051241,106049.13882337339,0.983723196690333,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,8.150291268064564e-4,8.270362906234514e-4,0.0010731831488718499,0,0.9972847514336982,34468,11659706
final,203,-2128.5918091285944,0.9460207127318218,9.21138717373764,5.470935338347114,2.3015047620569646,4.584720154193042,2.287271460523342,4.636351624239698,2.1816195684179753,0.9615597547848271,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9713995777748634,1.9213104984436957e-5,2.5903382612946252e-5,0,0.02855530573753917,840,11658709
final,133,-2130.805545902099,0.9117757191921914,10.003613510299422,3.4470199119425584,5.990732407279543,1.6288072542135632,5.045396037315164,3.2963627664908097,4.374552024954023,0.9510293140005687,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9529531038049686,2.1528737648315634e-5,2.7361224341883216e-5,0,0.04699800623304129,863,11658835
final,217,-2131.3422276382994,0.6962499299278205,3.7418325578549037,1.0898761745741483,4.981809750322469,0.9412513515593286,5.221663386740613,0.8939644800903587,5.224786604388947,0.9969314248891129,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9129970372626997,0,0,0,0.08700296273730035,0,11659488
final,22,-2132.9574337194495,0.06170606987078239,1.017901398859212,1.2324910737291794,1.036471457527659,332.5023331170258,39724455.75201294,0.08692560274451996,3.7781779764894368,0.9952985436174917,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,4.0181884565550636e-4,7.929168042871197e-4,0.0010227726220793838,0,0.997782491727978,32817,11659483
final,181,-2144.3616741558467,0.05701898189977823,0.9984533835842302,8.171869536775027e-9,0.5051871438007761,1626.3517153502921,28945890.438556384,0.1600311786850728,39.21189873849897,0.9743396060402615,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,4.0147601830476775e-4,7.886289229464515e-4,0.0010243170447797139,0,0.997785578013969,32896,11659476
final,159,-2145.923716179615,0.9965610564975685,8.073647391522075,3.9155299340321883,5.411331150761544,2.2927673002777174,4.688556920517049,3.4332701056699872,4.4431677991925795,0.9462075275481407,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9608937129117787,1.6211086530491253e-5,1.9642004314722207e-5,0,0.039070433997376086,648,11658688
final,3,-2147.9533067563134,0.05597534065449515,1.0340088180759328,4.684299352496661,10166446.42522915,24.948651665805887,14.209853067268783,7742.6525391024925,30.01789851965047,0.9905083902404669,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,4.046616195178986e-4,7.889100416120456e-4,0.0010228041146144427,0,0.9977836242242556,32831,11659124
final,247,-2156.348872415943,0.9206531931431076,0.5755596019925578,9.872639387271787,2.6927205986787914,3.275228571519357,6.077156343723806,6.6114916938715815,2.1704046315481356,0.998798267267755,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.6933171169358522,0,0,0,0.3066828830641478,0,11659803
final,227,-2157.7195009587103,0.9870453659574471,8.677474245815423,1.1862263719992563,5.5803450958606815,0.009306353439923021,5.684499277061074,0.9012363062525766,4.989113181350108,0.9959622795239222,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9191306127441352,0,0,0,0.08086938725586479,0,11658602
final,87,-2159.6003543167412,0.9965332859561878,6.5815844162578925,8.254466246976346,0.02151788716650802,6.944022142480335,0.3054949619738571,6.82679537630644,0.15987556924834312,0.9546216839872956,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.967344172349239,1.3294740274811716e-5,1.852686386683439e-5,0,0.032624006046619414,615,11658746
final,65,-2160.858309391242,0.052789952810440875,0.984418380078518,29.823533334035837,26432.04193648089,11441885.31035342,2.9645563233373347,0.8842365642131806,0.2629837415759273,0.9990765640787619,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,4.026604578339457e-4,7.898834540256955e-4,0.0010247043983386546,0,0.9977827516898017,32930,11659948
final,199,-2161.9065436538413,0.9939642328343187,15.658408151453255,6.109108602313529,2.1202289387172986,4.51358422658363,1.924759636173294,5.415827529525845,1.3406909521971277,0.9656493272340694,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9583188874400584,1.535367578148923e-5,2.0585934008700646e-5,0,0.041645172950151355,669,11658446
final,251,-2170.6758739076868,0.9779811783458795,12.777707419222903,4.420747357737374,4.8893485222618605,2.658502600014165,4.40097909790585,4.976124870764943,3.371725846595935,0.9444975283586721,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9598060460547556,2.238682303019116e-5,2.8562498348864584e-5,0,0.04014300462386533,895,11658644
final,144,-2172.3016022410957,0.8765971209900902,10.05804904091693,1.855376625165947,5.981919080912821,0.2901726277421344,6.212696317895165,1.4521981154050436,5.459493712084351,0.9636780044891059,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9705783791892627,1.663958731078795e-5,2.007043005528031e-5,0,0.029384910793371244,628,11658943
final,274,-2172.3493781763486,0.050492693588620234,0.9739707896392843,3.5398237083786195,2.2213351228552884,3.698052399153788,9416.045817185166,13.07531403897356,530875.9431594524,0.9925568873954432,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,4.283102252505259e-4,7.976999209161277e-4,0.0010341539239228756,0,0.9977398359299104,33276,11659773
final,78,-2179.97213209431,0.8501115113083858,6.9373080158757245,5.550030552376734,3.109445897694223,4.56558015708927,2.758616634706334,5.021421473220687,2.411222457427736,0.9482446060621658,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9691644521667591,2.0670476495652638e-5,2.6845888560743882e-5,0,0.03078803146818454,890,11659141
final,153,-2183.464890791571,0.9851323027462251,14.196278141902626,5.926893350129641,1.7151064889334027,4.486298598483214,1.580672576240405,5.196460659457698,1.5398193717677184,0.9744041879626452,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9482019419993907,1.209375283045279e-5,1.5181519510568396e-5,0,0.051770782728268405,490,11658912
final,160,-2184.483092422941,0.9248617742337004,21.314560545030833,4.398702694953533,3.339856727501341,3.6069990010395045,2.5507747671585017,4.7106802135966515,2.6366509174697823,0.9644899730660262,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9682171493465723,1.3123449631685669e-5,1.758370702284681e-5,0,0.03175214349677313,559,11658520
final,294,-2188.4649184717664,0.9935276702056637,13.631628242558246,5.347182769015935,2.9481040730919594,3.920260397555048,2.1532991118831584,5.2954505807665795,1.2823121272989642,0.9657032583050011,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9707892912594828,1.5181746086068664e-5,2.110005388233272e-5,0,0.029174426940548837,650,11658738
final,263,-2200.4290253200143,0.7726736450959627,14.75815115108298,6.05903446976655,0.7092166112665261,4.864622294095308,0.6890556626864277,5.466613701896054,0.20500005476727318,0.9964762387657848,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.929256156297333,0,0,0,0.07074384370266695,0,11658753
final,34,-2216.161230128201,0.9639746682930005,14.787578264118906,4.048209000340297,2.6099985549586644,2.6652628443534727,2.748465039992539,3.76756284698957,2.1996236243021032,0.9953047552009908,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.932589482373187,0,0,0,0.06741051762681305,0,11659056
final,201,-2216.760251576088,0.8987829161129144,6.899318366730573,4.800252792599153,4.404301732086273,3.6061912348456535,3.513620148119753,5.1683031392693755,3.0382530247102975,0.9389384914358968,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9759201511532918,1.4581475624747611e-5,1.9299011856283604e-5,0,0.024045968359227232,621,11658628
final,156,-2220.132061368706,0.9826131689572154,26.02373387775092,5.593738028871063,2.3187273269764725,4.871852990613474,1.679895143250272,5.4505396411134415,1.864087468760329,0.962706776535484,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9607951260766564,1.835526530220143e-5,2.4959729920283256e-5,0,0.03916155892812101,815,11658780
final,225,-2229.283535249444,0.8895591659707335,11.616849633820785,7.508903675849913,1.9385043385218712,6.503760869499808,0.8282177453694664,8.021240219532968,0.3007089195982716,0.9402195792211523,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9650450653203992,1.921213438407698e-5,2.5902074035675218e-5,0,0.034909820471181074,830,11659298
final,195,-2236.8271966174866,0.9275965637554375,23.416800967768598,5.648696034258009,2.687522850856556,3.7061708451387,2.577759984420092,5.124926680817292,1.7363251908972208,0.9704090555536674,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9340414427557945,1.689650632568316e-5,2.272880292541136e-5,0,0.06591893193495446,720,11659215
final,149,-2252.0042471689285,0.9965500192155758,0.3044474168935006,0.051620641032404734,0.21216577912661563,1.2608840232567444,1108.880097111562,1.8666850332994214,98602.56085087363,0.9766907387469052,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.0011594392835663592,8.071817648796424e-4,0.0010589168068434879,0,0.9969744621447105,34524,11659084
final,47,-2255.0194254320377,0.981301454751136,17.721770170476745,6.263039999936253,2.2135268032111037,5.027902831261527,1.1982357484719526,6.471024684577111,1.1258569836765313,0.95622587800063,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9684814834955493,9.263441468001586e-6,1.252280050303918e-5,0,0.03149673026247968,403,11658734
final,173,-2260.9069014027946,0.9540517780728532,1.7835010834126916,5.582749937856477,1.8317940390863015,3.7541862297886532,0.9947913560216748,6.081019687338109,0.06937192227467322,0.9978008907339033,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.8838215906251718,0,0,0,0.11617840937482815,0,11659051
final,24,-2261.2326328658246,0.9815916227286681,17.756810676981004,5.945669592921126,1.3892041357245,4.464881192201434,1.4936770698153883,4.98376024335428,1.2202545375982112,0.9781594556027459,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9648864620045822,1.0463501377451342e-5,1.3551091947846822e-5,0,0.03508952340209248,458,11659577
final,6,-2266.3509239610303,0.8012367643902312,8.194066484746916,8.157888572388897,2.20098104885393,6.2512452662798115,1.474996918600664,8.138873928697127,0.26298415300315386,0.9316321919036621,3.5,4.999999999999999,0,0.0023972602739726024,4.287148804784646e-4,1.4331703604564272e-4,0.9647972535932552,1.844135550310205e-5,2.4617065252978085e-5,0,0.035159687985988675,805,11658579
